id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ja-n1-00014,証,あかし,1. proof; evidence; sign; testimony; testament (to something); vindication | 2. witnessing; testifying; testimony [Christianity],noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1351580;waller-n1.csv:line-15,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00015,赤字,あかじ,1. (being in) the red; deficit | 2. red letter; red writing | 3. corrections (by a teacher or proofreader) written in red,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1383440;waller-n1.csv:line-16,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00016,明かす,あかす,1. to pass (the night); to spend | 2. to reveal; to divulge; to disclose; to expose | 3. to prove; to verify,Godan verb with 'su' ending; transitive verb,time-and-quantity,jmdict-waller,JMdict:1532220;waller-n1.csv:line-17,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00018,明白,あからさま,1. plain; frank; candid; open; direct; straightforward; unabashed; blatant; flagrant [word usually written using kana alone],adjectival nouns or quasi-adjectives (keiyodoshi); nouns which may take the genitive case particle 'no',general-language,jmdict-waller,JMdict:1000225;waller-n1.csv:line-19,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00019,赤らむ,あからむ,1. to become red; to redden; to blush,Godan verb with 'mu' ending; intransitive verb,general-language,jmdict-waller,JMdict:1383280;waller-n1.csv:line-20,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00021,上がり,あがり,"1. rise; increase; ascent | 2. income; takings; earnings; proceeds; (crop) yield; return; profit | 3. completion; end; finish | 4. end result (e.g. of crafts); how something comes out; finish | 5. finishing (in a board or card game, etc.) [word usually written using kana alone] | 6. green tea (esp. in a sushi restaurant) [abbreviation] | 7. after (rain, illness, etc.) | 8. ex- (e.g. ex-bureaucrat); former","noun (common) (futsuumeishi); noun, used as a suffix; suffix",general-language,jmdict-waller,JMdict:1352190;waller-n1.csv:line-22,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00023,商人,あきうど,1. merchant; trader; tradesman; dealer; shopkeeper,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1580270;waller-n1.csv:line-24,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00024,空間,あきま,1. vacancy; room for rent or lease | 2. gap (between two objects); opening; space [dated term],noun (common) (futsuumeishi),home-and-daily-life,jmdict-waller,JMdict:1676080;waller-n1.csv:line-25,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00025,諦め,あきらめ,1. resignation; acceptance; consolation,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1436720;waller-n1.csv:line-26,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00027,悪,あく,"1. evil; wickedness | 2. (role of) the villain (in theatre, etc.); the bad guy",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1151230;waller-n1.csv:line-28,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00028,灰汁,あく,"1. lye [word usually written using kana alone] | 2. harsh taste; bitter taste; alkaline taste; astringency [word usually written using kana alone] | 3. scum (on a soup, broth etc.) [word usually written using kana alone] | 4. (excessive) self-assertiveness; strong individuality; strong idiosyncrasy [word usually written using kana alone]",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1201960;waller-n1.csv:line-29,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00029,悪どい,あくどい,1. gaudy; showy; garish; loud [word usually written using kana alone] | 2. crooked; vicious; wicked; nasty; unscrupulous; dishonest [word usually written using kana alone],adjective (keiyoushi),general-language,jmdict-waller,JMdict:1000260;waller-n1.csv:line-30,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00030,悪日,あくび,1. unlucky day,noun (common) (futsuumeishi),time-and-quantity,jmdict-waller,JMdict:1575770;waller-n1.csv:line-31,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00031,明くる,あくる,"1. next (day, morning, etc.); following [word usually written using kana alone]",pre-noun adjectival (rentaishi),time-and-quantity,jmdict-waller,JMdict:1532250;waller-n1.csv:line-32,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00032,憧れ,あこがれ,1. yearning; longing; aspiration; adoration; admiration,noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no',general-language,jmdict-waller,JMdict:1453800;waller-n1.csv:line-33,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00033,顎,あご,1. jaw; chin | 2. barb (of a fishhook),noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1207560;waller-n1.csv:line-34,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00034,麻,あさ,1. cannabis (Cannabis sativa); hemp (plant) | 2. hemp (fiber); linen; flax; jute,noun (common) (futsuumeishi),nature-and-science,jmdict-waller,JMdict:1524290;waller-n1.csv:line-35,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00036,朝寝坊,あさねぼう,1. sleeping late in the morning; sleeping in; lie-in; oversleeping | 2. late riser; person who is bad at getting up in the morning,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb,time-and-quantity,jmdict-waller,JMdict:1428410;waller-n1.csv:line-37,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00037,浅ましい,あさましい,1. wretched; miserable; shameful; mean; despicable; abject,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1390810;waller-n1.csv:line-38,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00038,字,あざ,1. section of village,noun (common) (futsuumeishi); suffix,travel-and-places,jmdict-waller,JMdict:1315120;waller-n1.csv:line-39,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00039,欺く,あざむく,"1. to deceive; to delude; to trick; to fool | 2. to be as ... as ... (e.g. ""as bright as day"", ""as beautiful as a rose"")",Godan verb with 'ku' ending; transitive verb,general-language,jmdict-waller,JMdict:1225420;waller-n1.csv:line-40,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00040,鮮やか,あざやか,"1. vivid; bright; brilliant; clear; fresh; vibrant | 2. skillful; skilful; adroit; brilliant (performance, goal, etc.); splendid; superb; magnificent; fine",adjectival nouns or quasi-adjectives (keiyodoshi),general-language,jmdict-waller,JMdict:1392500;waller-n1.csv:line-41,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00041,あざ笑う,あざわらう,1. to laugh at; to ridicule; to mock; to make fun of; to sneer at,Godan verb with 'u' ending; transitive verb,general-language,jmdict-waller,JMdict:1565610;waller-n1.csv:line-42,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00042,味わい,あじわい,1. flavour; flavor; taste | 2. charm; appeal; interest; meaning; significance,noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no',food-and-dining,jmdict-waller,JMdict:1527000;waller-n1.csv:line-43,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00043,東,あずま,"1. eastern Japan (esp. Kamakura or Edo, from perspective of Kyoto or Nara); eastern provinces [archaic] | 2. east [archaic] | 3. wagon; yamatogoto; six-stringed native Japanese zither [abbreviation]",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1447430;waller-n1.csv:line-44,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00044,焦る,あせる,1. to be in a hurry; to be impatient; to be anxious (to do); to fret | 2. to get a fright; to panic; to get flustered; to be startled [colloquial],Godan verb with 'ru' ending; intransitive verb,general-language,jmdict-waller,JMdict:1350780;waller-n1.csv:line-45,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00046,値,あたい,1. price; cost [formal or literary term] | 2. value; worth; merit [formal or literary term] | 3. value [mathematics; computing],noun (common) (futsuumeishi),society-and-economy,jmdict-waller,JMdict:1581630;waller-n1.csv:line-47,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00047,値する,あたいする,1. to be worth; to be worthy of; to deserve; to merit,suru verb - included; intransitive verb,general-language,jmdict-waller,JMdict:1609040;waller-n1.csv:line-48,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00048,私,あたし,1. I; me [female term or language; word usually written using kana alone],pronoun,study-work-and-communication,jmdict-waller,JMdict:1311125;waller-n1.csv:line-49,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00049,当たり,あたり,1. hit | 2. success | 3. guess; prediction | 4. affability; friendliness | 5. sensation; touch | 6. bruise (on fruit) | 7. atari; situation in which a stone or chain of stones may be captured on the next move [go (game); word usually written using kana alone] | 8. bite (of a fish on a hook); strike [fishing] | 9. per; each,noun (common) (futsuumeishi); suffix,general-language,jmdict-waller,JMdict:1448780;waller-n1.csv:line-50,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00051,他人,あだびと,1. another person; other people; others,noun (common) (futsuumeishi),people-and-relationships,jmdict-waller,JMdict:1581400;waller-n1.csv:line-52,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00055,悪化,あっか,1. deterioration; getting worse; worsening; aggravation; degeneration; corruption,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb,general-language,jmdict-waller,JMdict:1151470;waller-n1.csv:line-56,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00056,呆気ない,あっけない,1. unsatisfying; disappointing; abrupt; not enough; too quick; too short; over too soon [word usually written using kana alone],adjective (keiyoushi),general-language,jmdict-waller,JMdict:1515600;waller-n1.csv:line-57,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00057,悪口,あっこう,1. (verbal) abuse; name-calling; abusive language; insulting remarks [dated term],noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb,study-work-and-communication,jmdict-waller,JMdict:2862924;waller-n1.csv:line-58,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00058,あっさり,あっさり,"1. easily; readily; quickly; flatly (refuse) [onomatopoeic or mimetic word] | 2. lightly (seasoned food, applied make-up, etc.); plainly; simply [onomatopoeic or mimetic word]",adverb (fukushi); adverb taking the 'to' particle; noun or participle which takes the aux. verb suru,general-language,jmdict-waller,JMdict:1000360;waller-n1.csv:line-59,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00059,圧迫,あっぱく,1. pressure | 2. oppression; suppression,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1153310;waller-n1.csv:line-60,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00060,扱い,あつかい,"1. treatment; service; dealing (with); handling; management | 2. handling (of a machine, tool, etc.); operation; use | 3. treating as; treating like","noun (common) (futsuumeishi); noun, used as a suffix",general-language,jmdict-waller,JMdict:1153430;waller-n1.csv:line-61,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00062,誂える,あつらえる,1. to give an order; to place an order; to have made to order [word usually written using kana alone],Ichidan verb; transitive verb,travel-and-places,jmdict-waller,JMdict:1572680;waller-n1.csv:line-63,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00063,圧力,あつりょく,1. pressure [physics] | 2. pressure (e.g. political); arm-twisting,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1153340;waller-n1.csv:line-64,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00064,当て,あて,1. aim; object; purpose; end | 2. expectations; prospects; hopes | 3. something that can be relied upon | 4. snack served with alcoholic drink [Kansai-ben] | 5. pad; guard | 6. blow; strike | 7. per [word usually written using kana alone],"noun (common) (futsuumeishi); noun, used as a suffix; noun, used as a prefix; suffix",general-language,jmdict-waller,JMdict:1448820;waller-n1.csv:line-65,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00066,当て字,あてじ,"1. kanji used as a phonetic symbol, instead of for the meaning; phonetic-equivalent character; substitute character; ateji | 2. kanji used for their meaning, irrespective of reading",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1448890;waller-n1.csv:line-67,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00069,宛てる,あてる,1. to address,Ichidan verb; transitive verb,general-language,jmdict-waller,JMdict:1153480;waller-n1.csv:line-70,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00070,跡継ぎ,あとつぎ,1. heir; inheritor | 2. successor,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1383690;waller-n1.csv:line-71,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00071,後回し,あとまわし,1. putting off; postponing,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1269500;waller-n1.csv:line-72,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00073,彼の,あの,"1. that; those; the [word usually written using kana alone] (someone or something distant from both speaker and listener, or situation unfamiliar to both speaker and listener)",pre-noun adjectival (rentaishi),general-language,jmdict-waller,JMdict:1000420;waller-n1.csv:line-74,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00075,油絵,あぶらえ,"1. oil painting [art, aesthetics]",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1538630;waller-n1.csv:line-76,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00077,あべこべ,あべこべ,1. contrary; opposite; inverse; reverse; back-to-front [onomatopoeic or mimetic word],nouns which may take the genitive case particle 'no'; adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1000470;waller-n1.csv:line-78,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00078,甘える,あまえる,1. to behave like a spoiled child; to fawn on | 2. to take advantage of; to presume upon (e.g. another's benevolence); to depend on,Ichidan verb; intransitive verb,people-and-relationships,jmdict-waller,JMdict:1213440;waller-n1.csv:line-79,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00079,甘口,あまくち,1. sweet flavour; sweet flavor; mildness | 2. flattery | 3. stupidity,adjectival nouns or quasi-adjectives (keiyodoshi); nouns which may take the genitive case particle 'no'; noun (common) (futsuumeishi),food-and-dining,jmdict-waller,JMdict:1213510;waller-n1.csv:line-80,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00080,雨具,あまぐ,1. rain gear,noun (common) (futsuumeishi),nature-and-science,jmdict-waller,JMdict:1171940;waller-n1.csv:line-81,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00081,天津,あまつ,1. heavenly; imperial [archaic],noun or verb acting prenominally,general-language,jmdict-waller,JMdict:1438200;waller-n1.csv:line-82,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00082,網,あみ,1. net; netting | 2. web,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1534380;waller-n1.csv:line-83,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00083,天地,あめつち,1. heaven and earth; the universe; the world; nature | 2. gods of heaven and earth,noun (common) (futsuumeishi),nature-and-science,jmdict-waller,JMdict:1582090;waller-n1.csv:line-84,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00084,操る,あやつる,"1. to operate (e.g. a machine); to handle; to manage; to control; to maneuver; to steer | 2. to have a good command of (a language); to play proficiently (of a musical instrument) | 3. to work (a puppet); to pull the strings of a puppet | 4. to manipulate (a person, public opinion, etc.); to pull the strings; to control from the shadows; to mastermind",Godan verb with 'ru' ending; transitive verb,general-language,jmdict-waller,JMdict:1400010;waller-n1.csv:line-85,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00085,あやふや,あやふや,1. uncertain; indefinite; vague; ambiguous; equivocal; dubious; doubtful; non-committal [onomatopoeic or mimetic word],adjectival nouns or quasi-adjectives (keiyodoshi),general-language,jmdict-waller,JMdict:1000510;waller-n1.csv:line-86,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00086,危ぶむ,あやぶむ,1. to fear; to doubt; to have misgivings about; to worry about; to be anxious about; to be apprehensive about,Godan verb with 'mu' ending; transitive verb,thought-and-feeling,jmdict-waller,JMdict:1218410;waller-n1.csv:line-87,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00087,過ち,あやまち,1. fault; error; indiscretion; faux pas,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1196010;waller-n1.csv:line-88,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00088,誤る,あやまる,1. to make a mistake (in); to commit an error; to do incorrectly; to err | 2. to be wrong; to be incorrect; to be false; to be mistaken | 3. to mislead; to misguide; to lead astray,Godan verb with 'ru' ending; transitive verb; intransitive verb,general-language,jmdict-waller,JMdict:1271300;waller-n1.csv:line-89,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00089,歩み,あゆみ,"1. walking | 2. pace; step | 3. course (of history, one's life, etc.); history; progress; advance; development | 4. pitch (of a screw, etc.)",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1514330;waller-n1.csv:line-90,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00090,歩む,あゆむ,"1. to walk; to go on foot | 2. to tread (a figurative path); to follow; to lead (a life); to experience | 3. to advance towards (e.g. a solution); to set out (e.g. on the path to destruction, ruin, etc.); to embark (on the road to ...)",Godan verb with 'mu' ending; intransitive verb,health-and-body,jmdict-waller,JMdict:1514360;waller-n1.csv:line-91,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00091,あら,あら,1. oh!; ah!; oh no [female term or language],interjection (kandoushi),study-work-and-communication,jmdict-waller,JMdict:1000520;waller-n1.csv:line-92,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00092,予め,あらかじめ,1. beforehand; in advance; ahead of time; previously [word usually written using kana alone],adverb (fukushi),time-and-quantity,jmdict-waller,JMdict:1542860;waller-n1.csv:line-93,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00093,荒らす,あらす,1. to lay waste; to devastate; to damage | 2. to invade; to break into | 3. to troll (e.g. web forums); to spam [computing; colloquial],Godan verb with 'su' ending; transitive verb,general-language,jmdict-waller,JMdict:1281480;waller-n1.csv:line-94,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00095,争い,あらそい,1. fight; dispute; feud; conflict; struggle; strife; discord; argument; quarrel; controversy | 2. competition; contest; rivalry,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1400560;waller-n1.csv:line-96,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00096,改まる,あらたまる,1. to be renewed; to change | 2. to be improved; to be reformed; to be revised; to be corrected | 3. to stand on ceremony; to be formal | 4. to take a turn for the worse (of an illness); to take a serious turn,Godan verb with 'ru' ending; intransitive verb,general-language,jmdict-waller,JMdict:1200730;waller-n1.csv:line-97,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00097,荒っぽい,あらっぽい,1. wild; violent; rough-mannered; rude | 2. rough (e.g. work); crude; coarse; careless,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1281470;waller-n1.csv:line-98,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00099,霰,あられ,"1. hail (esp. hailballs under 5 mm); graupel [word usually written using kana alone] | 2. dicing; small cubes [food, cooking; word usually written using kana alone] | 3. roasted mochi pieces (usu. flavoured with soy sauce, etc.) [abbreviation; word usually written using kana alone]",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1574100;waller-n1.csv:line-100,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00103,有様,ありさま,1. state; condition; circumstances; sight; spectacle,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1541060;waller-n1.csv:line-104,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00104,有りのまま,ありのまま,1. as it is; plain (truth); bare; undisguised; unvarnished; unexaggerated; honest; true; frank; candid [word usually written using kana alone],nouns which may take the genitive case particle 'no'; adverb (fukushi); noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1541000;waller-n1.csv:line-105,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00108,合わす,あわす,"1. to match (rhythm, speed, etc.) | 2. to join together; to unite; to combine; to add up | 3. to face; to be opposite (someone) | 4. to compare; to check with | 5. to cause to meet (e.g. an unpleasant fate) | 6. to place together; to connect; to overlap | 7. to mix; to combine | 8. to put blade to blade; to fight",Godan verb with 'su' ending; transitive verb,general-language,jmdict-waller,JMdict:1284460;waller-n1.csv:line-109,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00109,合わせ,あわせ,1. joint together; opposite; facing,"noun (common) (futsuumeishi); noun, used as a suffix; prefix",general-language,jmdict-waller,JMdict:1284470;waller-n1.csv:line-110,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00112,暗殺,あんさつ,1. assassination,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1154520;waller-n1.csv:line-113,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00113,暗算,あんざん,1. mental arithmetic,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1154540;waller-n1.csv:line-114,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00114,暗示,あんじ,1. hint; suggestion; clue; implication | 2. suggestion [psychology],noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1154550;waller-n1.csv:line-115,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00115,案じる,あんじる,1. to be anxious (about); to be concerned (about); to worry (about); to fear | 2. to think out (e.g. a plan); to work out; to devise; to consider; to ponder | 3. to investigate,Ichidan verb; transitive verb,thought-and-feeling,jmdict-waller,JMdict:1154780;waller-n1.csv:line-116,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00116,安静,あんせい,1. rest; quiet; repose,noun (common) (futsuumeishi); adjectival nouns or quasi-adjectives (keiyodoshi),general-language,jmdict-waller,JMdict:1153910;waller-n1.csv:line-117,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00117,案の定,あんのじょう,1. as expected; just as one thought; as feared; sure enough (usu. in ref. to an undesirable outcome),adverb (fukushi),thought-and-feeling,jmdict-waller,JMdict:1154790;waller-n1.csv:line-118,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00120,伊,い,1. Italy [abbreviation],noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:2252790;waller-n1.csv:line-121,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00122,いい加減,いいかげん,1. irresponsible; perfunctory; careless | 2. lukewarm; half-baked; halfhearted; vague | 3. (already) enough (used to express one's wish for something to end) | 4. considerably; quite; rather; pretty,adjectival nouns or quasi-adjectives (keiyodoshi); adverb (fukushi),general-language,jmdict-waller,JMdict:1277440;waller-n1.csv:line-123,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00123,言い訳,いいわけ,1. excuse | 2. explanation,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb; intransitive verb,general-language,jmdict-waller,JMdict:1587030;waller-n1.csv:line-124,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00124,家出,いえで,1. running away from home; elopement | 2. outing; going out [archaic] | 3. becoming a Buddhist monk; entering the priesthood [archaic],noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb,home-and-daily-life,jmdict-waller,JMdict:1192030;waller-n1.csv:line-125,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00125,家主,いえぬし,1. landlord; landlady | 2. house owner; home owner; head of the household,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1191990;waller-n1.csv:line-126,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00127,生かす,いかす,"1. to make (the best) use of; to put to good use; to leverage (skills, attributes, experience, etc.); to capitalise on (experience, etc.) | 2. to let live; to keep alive | 3. to revive; to resuscitate; to bring back to life | 4. to restore (a deleted passage; in proofreading)",Godan verb with 'su' ending; transitive verb,general-language,jmdict-waller,JMdict:1587070;waller-n1.csv:line-128,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n1-00129,如何に,いかに,1. how; in what way [word usually written using kana alone] | 2. how (much); to what extent [word usually written using kana alone] | 3. however (much); no matter how [word usually written using kana alone] | 4. hey; oi [archaic],adverb (fukushi); interjection (kandoushi),general-language,jmdict-waller,JMdict:1466970;waller-n1.csv:line-130,Community estimate: Waller via stephenmk; not an official JLPT word list
