id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ja-n5-00014,足,あし,"1. foot; paw; arm (of an octopus, squid, etc.) | 2. leg | 3. gait | 4. pace | 5. lower radical of a kanji | 6. means of transportation; (one's) ride | 7. money; coin [colloquial]",noun (common) (futsuumeishi),health-and-body,jmdict-waller,JMdict:1404630;waller-n5.csv:line-15,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00015,明日,あした,1. tomorrow,noun (common) (futsuumeishi); adverb (fukushi),general-language,jmdict-waller,JMdict:1584660;waller-n5.csv:line-16,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00016,あそこ,あそこ,1. there; over there; that place; yonder; you-know-where [word usually written using kana alone] (place physically distant from both speaker and listener) | 2. genitals; private parts; nether regions [colloquial; word usually written using kana alone; euphemistic] | 3. that far; that much; that point [word usually written using kana alone] (something psychologically distant from both speaker and listener),pronoun; noun (common) (futsuumeishi),travel-and-places,jmdict-waller,JMdict:1000320;waller-n5.csv:line-17,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00017,遊ぶ,あそぶ,"1. to play (games, sports); to enjoy oneself; to have a good time | 2. to mess about (with alcohol, gambling, philandery, etc.) | 3. to be idle; to do nothing; to be unused | 4. to meet up (with friends); to hang out | 5. to give oneself up (to gambling, drinking, etc.) | 6. to go to (for pleasure or for study) | 7. to tease (someone); to play (with) | 8. to intentionally throw a ball to lower the batter's concentration [baseball]",Godan verb with 'bu' ending; intransitive verb,time-and-quantity,jmdict-waller,JMdict:1542160;waller-n5.csv:line-18,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00018,暖かい,あたたかい,1. warm; mild; (pleasantly) hot | 2. warm (of a colour); mellow | 3. having enough money,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1586420;waller-n5.csv:line-19,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00019,頭,あたま,1. head | 2. hair (on one's head) | 3. mind; brains; intellect | 4. leader; chief; boss; captain | 5. top; tip | 6. beginning; start | 7. head; person | 8. down payment; deposit [abbreviation] | 9. pair [mahjong; colloquial],noun (common) (futsuumeishi),health-and-body,jmdict-waller,JMdict:1582310;waller-n5.csv:line-20,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00020,新しい,あたらしい,1. new; novel; fresh; recent; latest; up-to-date; modern,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1361490;waller-n5.csv:line-21,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00021,あちら,あちら,"1. that way; that direction; over there; yonder [word usually written using kana alone] (direction distant from both speaker and listener) | 2. that (one) [word usually written using kana alone] (something physically distant from both speaker and listener, or something not visible but known by both speaker and listener) | 3. that person [word usually written using kana alone] | 4. there; over there; foreign country (esp. a Western nation) [word usually written using kana alone] (place distant from both speaker and listener)",pronoun,travel-and-places,jmdict-waller,JMdict:1483185;waller-n5.csv:line-22,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00022,暑い,あつい,"1. hot; warm; sultry; heated | 2. passionate; impassioned; burning (desire, etc.) | 3. on everybody's mind; on the radar; du jour; interested (gaze, etc.)",adjective (keiyoushi),general-language,jmdict-waller,JMdict:1343460;waller-n5.csv:line-23,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00023,熱い,あつい,"1. hot (to the touch) | 2. passionate (feelings, etc.); ardent; hot (e.g. gaze) | 3. hot (e.g. temper) | 4. zealous; enthusiastic; fired up | 5. intense; severe; extreme | 6. hot (topic); of interest",adjective (keiyoushi),general-language,jmdict-waller,JMdict:1467720;waller-n5.csv:line-24,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00024,厚い,あつい,1. thick; deep; heavy | 2. kind; cordial; hospitable; warm; faithful | 3. abundant,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1275320;waller-n5.csv:line-25,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00025,あっち,あっち,"1. that way; that direction; over there; yonder [word usually written using kana alone] (direction distant from both speaker and listener) | 2. that (one) [word usually written using kana alone] (something physically distant from both speaker and listener, or something not visible but known by both speaker and listener) | 3. that person [word usually written using kana alone] | 4. there; over there; foreign country (esp. a Western nation) [word usually written using kana alone] (place distant from both speaker and listener)",pronoun,travel-and-places,jmdict-waller,JMdict:1483185;waller-n5.csv:line-26,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00026,後,あと,1. behind; rear | 2. after; later | 3. remainder; the rest | 4. more (e.g. five more minutes); left | 5. also; in addition | 6. descendant; successor; heir | 7. after one's death | 8. past; previous [archaic],noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no'; adverb (fukushi),general-language,jmdict-waller,JMdict:1269320;waller-n5.csv:line-27,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00027,貴方,あなた,"1. you [word usually written using kana alone] (trad. polite in ref. to someone of equal or lower status, now oft. regarded as rude or distant) | 2. dear; honey [familiar language; word usually written using kana alone] (used by wives addressing their husbands)",pronoun,general-language,jmdict-waller,JMdict:1223615;waller-n5.csv:line-28,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00028,兄,あに,1. older brother; elder brother | 2. brother-in-law (spouse's older brother or older sister's husband),noun (common) (futsuumeishi),people-and-relationships,jmdict-waller,JMdict:1249900;waller-n5.csv:line-29,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00029,姉,あね,1. older sister; elder sister,noun (common) (futsuumeishi),people-and-relationships,jmdict-waller,JMdict:1307630;waller-n5.csv:line-30,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00030,あの,あの,1. say; well; um; er,interjection (kandoushi),general-language,jmdict-waller,JMdict:1000430;waller-n5.csv:line-31,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00031,アパート,アパート,1. apartment building; apartment block; apartment house [abbreviation] | 2. apartment [abbreviation],noun (common) (futsuumeishi),home-and-daily-life,jmdict-waller,JMdict:1017760;waller-n5.csv:line-32,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00032,あびる,あびる,"1. to dash over oneself (e.g. water); to take (e.g. shower); to bask in (e.g. the sun); to bathe in; to be flooded with (e.g. light); to be covered in | 2. to suffer (e.g. an attack); to draw (e.g. criticism, attention, praise); to have heaped upon; to be showered with",Ichidan verb; transitive verb,nature-and-science,jmdict-waller,JMdict:1547450;waller-n5.csv:line-33,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00033,危ない,あぶない,1. dangerous; risky; hazardous; perilous; precarious | 2. in danger; in jeopardy; critical; grave; at risk | 3. uncertain; unreliable; insecure; unsteady; doubtful | 4. close (call); narrow (escape) | 5. sketchy; shady; dodgy [colloquial] | 6. look out!; watch out!; be careful!,adjective (keiyoushi); interjection (kandoushi),general-language,jmdict-waller,JMdict:1218380;waller-n5.csv:line-34,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00034,甘い,あまい,1. sweet-tasting; sweet; sugary; sugared | 2. fragrant (smelling); sweet (music) | 3. lightly salted; light in salt; not spicy | 4. indulgent; lenient; soft (on); easy-going; generous | 5. naive; overly optimistic; simplistic | 6. half-hearted; not finished properly | 7. insufficient; not satisfactory; inadequate; loose | 8. mild | 9. tempting; enticing; luring,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1213400;waller-n5.csv:line-35,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00035,あまり,あまり,1. remainder; remnant; rest; balance; surplus; remains (of a meal); leftovers [word usually written using kana alone] | 2. (not) very; (not) much [word usually written using kana alone] (with neg. sentence) | 3. too much; excessively; overly [word usually written using kana alone] | 4. extreme; great; severe; tremendous; terrible | 5. not very good; so-so; mediocre [colloquial] | 6. more than; over,"noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no'; adverb (fukushi); adjectival nouns or quasi-adjectives (keiyodoshi); noun, used as a suffix",food-and-dining,jmdict-waller,JMdict:1584930;waller-n5.csv:line-36,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00036,雨,あめ,1. rain | 2. rainy day; rainy weather | 3. the November suit (in hanafuda),noun (common) (futsuumeishi),nature-and-science,jmdict-waller,JMdict:1171900;waller-n5.csv:line-37,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00037,飴,あめ,"1. (hard) candy; toffee [food, cooking] | 2. rice-sugar; sugar made from the starch of rice, potatoes, etc. [food, cooking] | 3. amber; yellowish-brown [abbreviation]",noun (common) (futsuumeishi),food-and-dining,jmdict-waller,JMdict:1153520;waller-n5.csv:line-38,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00038,洗う,あらう,1. to wash; to cleanse; to rinse | 2. to inquire into; to investigate | 3. to purify (one's heart) | 4. to lave (e.g. shore); to wash over (e.g. deck); to sweep,Godan verb with 'u' ending; transitive verb,home-and-daily-life,jmdict-waller,JMdict:1390930;waller-n5.csv:line-39,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00039,有る,ある,1. to be; to exist; to live [word usually written using kana alone] (usu. of inanimate objects) | 2. to have [word usually written using kana alone] | 3. to be located [word usually written using kana alone] | 4. to be equipped with [word usually written using kana alone] | 5. to happen; to come about [word usually written using kana alone] | 6. to exist (in a completed state); to be (something unchanged in its current state) [word usually written using kana alone],Godan verb with 'ru' ending (irregular verb); intransitive verb; auxiliary verb,general-language,jmdict-waller,JMdict:1296400;waller-n5.csv:line-40,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00040,歩く,あるく,1. to walk,Godan verb with 'ku' ending; intransitive verb,general-language,jmdict-waller,JMdict:1514320;waller-n5.csv:line-41,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00041,あれ,あれ,"1. huh?; eh?; what?; oh; hey!; look!; listen! (indicates surprise, suspicion, etc.)",interjection (kandoushi),general-language,jmdict-waller,JMdict:2847612;waller-n5.csv:line-42,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00042,いい,いい,"1. good; excellent; fine; nice; pleasant; agreeable | 2. sufficient; enough; ready; prepared | 3. profitable (deal, business offer, etc.); beneficial | 4. OK; all right; fine; no problem",adjective (keiyoushi) - yoi/ii class,general-language,jmdict-waller,JMdict:2820690;waller-n5.csv:line-43,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00043,良い,よい,"1. good; excellent; fine; nice; pleasant; agreeable | 2. sufficient; enough; ready; prepared | 3. profitable (deal, business offer, etc.); beneficial | 4. OK; all right; fine; no problem | 5. easy to ... (after the -masu stem of a verb)",adjective (keiyoushi); suffix,general-language,jmdict-waller,JMdict:1605820;waller-n5.csv:line-44,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00044,いいえ,いいえ,1. no | 2. you're welcome; not at all; don't mention it,interjection (kandoushi),general-language,jmdict-waller,JMdict:1583250;waller-n5.csv:line-45,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00045,言う,いう,"1. to say; to utter; to declare | 2. to name; to call | 3. to go (e.g. ""the alarm went ping""); to make a noise",Godan verb with 'u' ending; transitive verb; intransitive verb,general-language,jmdict-waller,JMdict:1587040;waller-n5.csv:line-46,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00046,家,いえ,1. house; residence; dwelling; home | 2. family; household | 3. lineage; family name,noun (common) (futsuumeishi),home-and-daily-life,jmdict-waller,JMdict:1191730;waller-n5.csv:line-47,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00047,いかが,いかが,1. how; in what way; how about [word usually written using kana alone] | 2. questionable [word usually written using kana alone],adverb (fukushi); adjectival nouns or quasi-adjectives (keiyodoshi),general-language,jmdict-waller,JMdict:2845606;waller-n5.csv:line-48,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00048,行く,いく,"1. to go; to move (towards); to head (towards); to leave (for) | 2. to move through; to travel across; to walk along (e.g. a road) | 3. to go (well, badly, etc.); to proceed; to turn out; to get along | 4. to do (in a particular way); to go (with; a choice); to try | 5. to pass (of time, seasons, etc.); to go by | 6. to stream; to flow | 7. to die; to pass away | 8. to reach (a stage, extent, age, etc.); to get to; to go (so far as ...) | 9. to reach (of information, instructions, wind, etc.); to arrive | 10. to continue ...; to go on ...; to (progress) steadily; to gradually ...; to progressively ... [word usually written using kana alone] | 11. to have an orgasm; to come; to cum [word usually written using kana alone; colloquial] | 12. to trip; to get high; to have a drug-induced hallucination [word usually written using kana alone; slang]",Godan verb - Iku/Yuku special class; intransitive verb; auxiliary verb,health-and-body,jmdict-waller,JMdict:1578850;waller-n5.csv:line-49,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00049,いくつ,いくつ,1. how many [word usually written using kana alone] | 2. how old [word usually written using kana alone],adverb (fukushi),general-language,jmdict-waller,JMdict:1219960;waller-n5.csv:line-50,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00050,いくら,いくら,"1. how much [word usually written using kana alone] | 2. something over; and something; -odd [word usually written using kana alone] (after a rounded number, esp. a sum of money) | 3. however (much); no matter how [word usually written using kana alone]","noun (common) (futsuumeishi); adverb (fukushi); noun, used as a suffix",general-language,jmdict-waller,JMdict:1219980;waller-n5.csv:line-51,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00051,池,いけ,1. pond,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1421700;waller-n5.csv:line-52,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00052,医者,いしゃ,1. doctor; physician,noun (common) (futsuumeishi),health-and-body,jmdict-waller,JMdict:1159980;waller-n5.csv:line-53,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00053,いす,いす,1. chair; seat; stool; bench | 2. post; position; seat; office,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1157070;waller-n5.csv:line-54,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00054,忙しい,いそがしい,1. busy; occupied; hectic | 2. restless; hurried; fidgety,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1519290;waller-n5.csv:line-55,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00055,痛い,いたい,1. painful; sore | 2. cringy; embarrassing [colloquial],adjective (keiyoushi),general-language,jmdict-waller,JMdict:1432680;waller-n5.csv:line-56,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00056,一,いち,"1. one; 1 | 2. best | 3. first; foremost | 4. beginning; start | 5. a (single); one (of many) (before a noun) | 6. ace [card games] | 7. bottom string (on a shamisen, etc.)","numeric; prefix; nouns which may take the genitive case particle 'no'; suffix; noun (common) (futsuumeishi); noun, used as a prefix",general-language,jmdict-waller,JMdict:1160790;waller-n5.csv:line-57,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00057,一日,いちにち,1. one day | 2. all day (long); the whole day; from morning till night | 3. first day of the month,noun (common) (futsuumeishi); adverb (fukushi),time-and-quantity,jmdict-waller,JMdict:1576260;waller-n5.csv:line-58,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00058,いちばん,いちばん,1. number one; first; first place | 2. best; most | 3. game; round; bout | 4. as a test; as an experiment; by way of experiment; by way of trial; tentatively | 5. song (e.g. in noh); piece,noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no'; adverb (fukushi),time-and-quantity,jmdict-waller,JMdict:1165970;waller-n5.csv:line-59,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00059,何時,いつ,1. when; at what time; how soon [word usually written using kana alone] | 2. normal times; ordinary days [word usually written using kana alone; dated term],pronoun,time-and-quantity,jmdict-waller,JMdict:1188760;waller-n5.csv:line-60,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00060,五日,いつか,1. 5th day of the month | 2. five days,noun (common) (futsuumeishi),time-and-quantity,jmdict-waller,JMdict:1268570;waller-n5.csv:line-61,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00061,一緒,いっしょ,1. (doing) together | 2. one lump; one mixture; the same category | 3. the same; identical | 4. (at) the same time,noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no',general-language,jmdict-waller,JMdict:1163400;waller-n5.csv:line-62,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00062,五つ,いつつ,1. five | 2. five years of age | 3. eight o'clock (old time system),numeric; noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1268070;waller-n5.csv:line-63,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00063,いつも,いつも,1. always; all the time; at all times [word usually written using kana alone] | 2. never [word usually written using kana alone] (with neg. verb) | 3. usual; regular; habitual; customary [word usually written using kana alone],adverb (fukushi); nouns which may take the genitive case particle 'no'; noun (common) (futsuumeishi),time-and-quantity,jmdict-waller,JMdict:1188890;waller-n5.csv:line-64,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00064,犬,いぬ,1. dog (Canis (lupus) familiaris); canine | 2. squealer; rat; snitch; informer; informant; spy [derogatory; word usually written using kana alone] | 3. loser; asshole [derogatory] | 4. counterfeit; inferior; useless; wasteful,"noun (common) (futsuumeishi); noun, used as a prefix",general-language,jmdict-waller,JMdict:1258330;waller-n5.csv:line-65,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00065,今,いま,1. now; the present time; just now; soon; immediately | 2. another; more,noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no'; adverb (fukushi),time-and-quantity,jmdict-waller,JMdict:1288850;waller-n5.csv:line-66,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00066,意味,いみ,1. meaning; significance; sense,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1156800;waller-n5.csv:line-67,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00067,妹,いもうと,1. younger sister,noun (common) (futsuumeishi),people-and-relationships,jmdict-waller,JMdict:1524590;waller-n5.csv:line-68,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00068,嫌,いや,1. disliking; not wanting; unwilling (to do); reluctant | 2. unpleasant; disagreeable; nasty; horrible; disgusting; undesirable; unwelcome | 3. no!; quit it!; stop! [word usually written using kana alone],adjectival nouns or quasi-adjectives (keiyodoshi); interjection (kandoushi),general-language,jmdict-waller,JMdict:1587610;waller-n5.csv:line-69,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00069,入口,いりぐち,1. entrance; entry; gate; approach; mouth,noun (common) (futsuumeishi),health-and-body,jmdict-waller,JMdict:1582820;waller-n5.csv:line-70,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00070,居る,いる,1. to be (of animate objects); to exist [word usually written using kana alone] | 2. to stay [word usually written using kana alone] | 3. to be ...-ing [word usually written using kana alone] (after the -te form of a verb; indicates continuing action) | 4. to have ...-ed; to be ...-ed [word usually written using kana alone] (after the -te form of a verb; indicates continuing state),Ichidan verb; intransitive verb; auxiliary verb,general-language,jmdict-waller,JMdict:1577980;waller-n5.csv:line-71,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00071,要る,いる,1. to be needed; to be necessary; to be required; to be wanted; to need; to want [word usually written using kana alone],Godan verb with 'ru' ending; intransitive verb,general-language,jmdict-waller,JMdict:1546640;waller-n5.csv:line-72,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00072,入れる,いれる,"1. to put in; to let in; to take in; to bring in; to insert; to install (e.g. software); to set (a jewel, etc.); to ink in (e.g. tattoo) | 2. to admit; to accept; to employ; to hire | 3. to accept; to comply; to grant; to adopt (a policy, etc.); to take (advice, etc.); to listen to; to pay attention to | 4. to include | 5. to pay (one's rent, etc.) | 6. to cast (a vote) | 7. to make (tea, coffee, etc.) | 8. to turn on (a switch, etc.) | 9. to send (a fax); to call",Ichidan verb; transitive verb,general-language,jmdict-waller,JMdict:1465610;waller-n5.csv:line-73,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00073,色,いろ,"1. colour; color; hue; tint; tinge; shade | 2. complexion; skin colour; skin color | 3. look (on one's face); expression | 4. appearance; air; feeling | 5. personality; character | 6. tone (of one's voice, etc.); tune; sound; ring | 7. love; lust; sensuality; love affair | 8. lover; paramour | 9. beauty; sexiness; physical appeal | 10. kind; type; variety",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1357600;waller-n5.csv:line-74,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00074,いろいろ,いろいろ,1. various; a variety of; all sorts of; many (different) [word usually written using kana alone] | 2. variously; in various ways; in many ways [word usually written using kana alone] | 3. various things; this and that [word usually written using kana alone],adjectival nouns or quasi-adjectives (keiyodoshi); nouns which may take the genitive case particle 'no'; adverb (fukushi); adverb taking the 'to' particle; noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1587850;waller-n5.csv:line-75,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00075,上,うえ,"1. above; over; up | 2. top; summit; upper part; head (e.g. of a staircase) | 3. surface; on (top of) | 4. the above (in a piece of writing); earlier part | 5. superior; better; higher (position, rank, etc.); upper (class) | 6. elder; older; senior | 7. with respect to ...; in terms of; as far as ... is concerned; when (e.g. drunk) | 8. besides ...; in addition to ...; on top of ...; as well as ... | 9. after ...; upon ...; on ...; with (e.g. full awareness); as a result of ... | 10. since ...; now that ...; because ... | 11. honorable; venerable; dear [honorific or respectful (sonkeigo) language] (after a person of higher status) | 12. emperor; sovereign; shogun; daimyo [archaic]",noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no'; suffix,general-language,jmdict-waller,JMdict:1352130;waller-n5.csv:line-76,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n5-00076,後ろ,うしろ,1. back; behind; rear,noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no',general-language,jmdict-waller,JMdict:1269410;waller-n5.csv:line-77,Community estimate: Waller via stephenmk; not an official JLPT word list
